datetime,unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
2020-04-03 08:00:00,1585900800.0,2020-04-03 08-AM,BTC/USDT,6931.46,6977.83,6867.0,6925.68,6117.16,42272005.09,
2020-04-03 09:00:00,1585904400.0,2020-04-03 09-AM,BTC/USDT,6925.68,6976.8,6890.01,6958.82,3909.58,27089630.55,
2020-04-03 10:00:00,1585908000.0,2020-04-03 10-AM,BTC/USDT,6958.82,7048.0,6910.0,7015.69,6166.14,42978082.05,
2020-04-03 11:00:00,1585911600.0,2020-04-03 11-AM,BTC/USDT,7015.69,7038.21,6931.0,7004.42,5618.16,39195148.4,
2020-04-03 12:00:00,1585915200.0,2020-04-03 12-PM,BTC/USDT,7004.42,7013.87,6834.63,6917.32,8380.48,58120564.78,
2020-04-03 13:00:00,1585918800.0,2020-04-03 01-PM,BTC/USDT,6917.32,6943.9,6821.0,6843.38,6378.09,43954098.84,
2020-04-03 14:00:00,1585922400.0,2020-04-03 02-PM,BTC/USDT,6843.38,6860.54,6716.0,6789.27,7652.21,51986434.7,
2020-04-03 15:00:00,1585926000.0,2020-04-03 03-PM,BTC/USDT,6789.27,6828.0,6672.1,6711.9,8348.02,56239071.16,
2020-04-03 16:00:00,1585929600.0,2020-04-03 04-PM,BTC/USDT,6711.9,6770.0,6602.1,6751.96,9082.94,60649867.69,
2020-04-03 17:00:00,1585933200.0,2020-04-03 05-PM,BTC/USDT,6751.96,6810.24,6666.2,6716.56,4510.08,30328352.5,
2020-04-03 18:00:00,1585936800.0,2020-04-03 06-PM,BTC/USDT,6716.56,6755.88,6676.21,6747.51,3065.17,20593030.69,
2020-04-03 19:00:00,1585940400.0,2020-04-03 07-PM,BTC/USDT,6747.51,6789.0,6735.51,6768.15,2769.79,18730977.66,
2020-04-03 20:00:00,1585944000.0,2020-04-03 08-PM,BTC/USDT,6768.15,6813.0,6675.94,6694.06,4018.15,27140334.19,
2020-04-03 21:00:00,1585947600.0,2020-04-03 09-PM,BTC/USDT,6694.06,6754.71,6667.33,6727.68,2280.56,15310214.75,
2020-04-03 22:00:00,1585951200.0,2020-04-03 10-PM,BTC/USDT,6727.68,6773.99,6709.0,6764.65,1478.69,9960242.01,
2020-04-03 23:00:00,1585954800.0,2020-04-03 11-PM,BTC/USDT,6764.65,6779.92,6716.34,6734.1,1567.44,10584302.78,
2020-04-04 00:00:00,1585958400.0,2020-04-04 12-AM,BTC/USDT,6734.1,6769.61,6713.12,6754.44,1431.57,9645589.85,
2020-04-04 01:00:00,1585962000.0,2020-04-04 01-AM,BTC/USDT,6754.44,6802.94,6742.99,6756.82,2309.6,15635716.56,
2020-04-04 02:00:00,1585965600.0,2020-04-04 02-AM,BTC/USDT,6756.82,6759.3,6677.78,6682.67,1927.75,12958904.16,
2020-04-04 03:00:00,1585969200.0,2020-04-04 03-AM,BTC/USDT,6682.67,6714.92,6666.44,6696.19,1821.96,12191455.61,
2020-04-04 04:00:00,1585972800.0,2020-04-04 04-AM,BTC/USDT,6696.19,6733.33,6685.2,6715.38,1196.81,8037382.11,
2020-04-04 05:00:00,1585976400.0,2020-04-04 05-AM,BTC/USDT,6715.38,6766.83,6708.01,6729.07,1641.45,11052588.7,
2020-04-04 06:00:00,1585980000.0,2020-04-04 06-AM,BTC/USDT,6729.07,6736.59,6694.44,6728.17,1354.58,9100500.13,
2020-04-04 07:00:00,1585983600.0,2020-04-04 07-AM,BTC/USDT,6728.17,6740.0,6715.45,6729.54,1116.58,7512479.63,
2020-04-04 08:00:00,1585987200.0,2020-04-04 08-AM,BTC/USDT,6729.54,6782.74,6728.73,6782.11,2274.1,15365747.32,
2020-04-04 09:00:00,1585990800.0,2020-04-04 09-AM,BTC/USDT,6782.11,6860.0,6740.81,6837.51,4667.11,31775505.42,
2020-04-04 10:00:00,1585994400.0,2020-04-04 10-AM,BTC/USDT,6837.51,6891.0,6806.0,6873.18,4817.88,33037911.95,
2020-04-04 11:00:00,1585998000.0,2020-04-04 11-AM,BTC/USDT,6873.18,6900.0,6650.01,6697.01,8271.02,55931735.6,
2020-04-04 12:00:00,1586001600.0,2020-04-04 12-PM,BTC/USDT,6697.01,6733.33,6665.0,6710.08,4153.88,27844553.31,
2020-04-04 13:00:00,1586005200.0,2020-04-04 01-PM,BTC/USDT,6710.08,6746.5,6679.13,6727.0,2388.35,16046358.74,
2020-04-04 14:00:00,1586008800.0,2020-04-04 02-PM,BTC/USDT,6727.0,6735.97,6701.0,6710.04,1800.59,12093522.45,
2020-04-04 15:00:00,1586012400.0,2020-04-04 03-PM,BTC/USDT,6737.24,6738.94,6718.28,6730.01,480.76,3235254.01,
2020-04-04 16:00:00,1586016000.0,2020-04-04 04-PM,BTC/USDT,6730.01,6799.26,6711.76,6783.14,3552.06,24050119.34,
2020-04-04 17:00:00,1586019600.0,2020-04-04 05-PM,BTC/USDT,6783.14,6807.0,6760.0,6775.86,2492.5,16897802.06,
2020-04-04 18:00:00,1586023200.0,2020-04-04 06-PM,BTC/USDT,6775.86,6803.0,6765.72,6771.31,1611.59,10930431.35,
2020-04-04 19:00:00,1586026800.0,2020-04-04 07-PM,BTC/USDT,6771.31,6790.0,6720.01,6747.35,2146.31,14482322.52,
2020-04-04 20:00:00,1586030400.0,2020-04-04 08-PM,BTC/USDT,6747.35,6990.41,6730.0,6825.67,11841.7,81049550.31,
2020-04-04 21:00:00,1586034000.0,2020-04-04 09-PM,BTC/USDT,6825.67,6890.0,6819.79,6860.13,3623.27,24855732.08,
